entrezGeneId,hugoGeneSymbol,type
100289682,HMGN2P13,pseudogene
89958,SAPCD2,protein-coding
3153,HMGN2P12,pseudogene
401251,SAPCD1,protein-coding
3152,HMGN2P11,pseudogene
23606,HMGN2P10,pseudogene
100528021,ST20-MTHFS,other
6846,XCL2,protein-coding
4172,MCM3,protein-coding
1392,CRH,protein-coding
6375,XCL1,protein-coding
4173,MCM4,protein-coding
4174,MCM5,protein-coding
28877,IGKV3D-7,other
4175,MCM6,protein-coding
1398,CRK,protein-coding
4171,MCM2,protein-coding
100271610,RPL36AP35,pseudogene
1401,CRP,protein-coding
644834,RPL36AP36,pseudogene
100191039,RPL36AP33,pseudogene
100271513,RPL36AP34,pseudogene
148645,ICMT-DT,ncRNA
100271643,RPL36AP39,pseudogene
100124402,UFC1P1,pseudogene
729362,RPL36AP37,pseudogene
100271642,RPL36AP38,pseudogene
100127908,SELENOKP2,pseudogene
1406,CRX,protein-coding
100129085,SELENOKP1,pseudogene
646614,BUB3P1,pseudogene
100287632,SELENOKP3,pseudogene
283314,C1RL-AS1,ncRNA
100874472,HMGN2P29,pseudogene
100128372,HMGN2P28,pseudogene
100874471,HMGN2P27,pseudogene
100874470,HMGN2P26,pseudogene
56977,STOX2,protein-coding
729687,HMGN2P25,pseudogene
729505,HMGN2P24,pseudogene
100874469,HMGN2P23,pseudogene
100874468,HMGN2P22,pseudogene
100874467,HMGN2P21,pseudogene
374969,SVBP,protein-coding
646049,HMGN2P20,pseudogene
50615,IL21R,protein-coding
1445,CSK,protein-coding
83875,BCO2,protein-coding
53630,BCO1,protein-coding
100271646,RPL36AP43,pseudogene
554234,RPL36AP40,pseudogene
219736,STOX1,protein-coding
100271644,RPL36AP41,pseudogene
-1614,MIR-6124/6124,miRNA
729621,RPL36AP46,pseudogene
7355,SLC35A2,protein-coding
100271647,RPL36AP47,pseudogene
10559,SLC35A1,protein-coding
101928153,ITGA9-AS1,ncRNA
100132199,RPL36AP44,pseudogene
113829,SLC35A4,protein-coding
441727,RPL36AP45,pseudogene
23443,SLC35A3,protein-coding
121727,PEX12P1,pseudogene
646175,RPL36AP48,pseudogene
284230,RPL36AP49,pseudogene
403285,OR6C69P,pseudogene
55313,CPPED1,protein-coding
9920,KBTBD11,protein-coding
100874483,HMGN2P39,pseudogene
-2141,MIR-3150A/3P,miRNA
100874482,HMGN2P38,pseudogene
171023,ASXL1,protein-coding
126868,MAB21L3,protein-coding
100874481,HMGN2P37,pseudogene
79919,MAB21L4,protein-coding
100874480,HMGN2P36,pseudogene
100874479,HMGN2P35,pseudogene
100874478,HMGN2P34,pseudogene
110806308,GPC3-AS1,ncRNA
100874474,HMGN2P33,pseudogene
100874473,HMGN2P32,pseudogene
80816,ASXL3,protein-coding
4081,MAB21L1,protein-coding
1491,CTH,protein-coding
100506495,LIFR-AS1,ncRNA
645930,HMGN2P31,pseudogene
55252,ASXL2,protein-coding
10586,MAB21L2,protein-coding
100131183,HMGN2P30,pseudogene
100271648,RPL36AP50,pseudogene
54880,BCOR,protein-coding
100271611,RPL36AP53,pseudogene
100271612,RPL36AP54,pseudogene
649299,RPL36AP51,pseudogene
100652770,DSG2-AS1,ncRNA
207032,RPL36AP52,pseudogene
26614,OR7E66P,pseudogene
51000,SLC35B3,protein-coding
-2842,MIR-3685/3685,miRNA
347734,SLC35B2,protein-coding
3557,IL1RN,protein-coding
84912,SLC35B4,protein-coding
119139906,STAG1-DT,ncRNA
149233,IL23R,protein-coding
10237,SLC35B1,protein-coding
106480232,OSBPL9P5,pseudogene
100533673,OSBPL9P6,pseudogene
100130821,OSBPL9P1,pseudogene
441884,CALR4P,pseudogene
60686,C14ORF93,protein-coding
101929176,ADAMTS16-DT,ncRNA
100130038,OSBPL9P2,pseudogene
100420591,OSBPL9P3,pseudogene
102723582,WDR5B-DT,ncRNA
100498661,OSBPL9P4,pseudogene
100189125,TRK-TTT1-1,tRNA
100861563,SCAANT1,ncRNA
23647,ARFIP2,protein-coding
27236,ARFIP1,protein-coding
-3448,MIR-1273G/1273G,miRNA
55032,SLC35A5,protein-coding
100130794,NDUFS5P7,pseudogene
79613,TANGO6,protein-coding
79291,OR5H7P,pseudogene
3554,IL1R1,protein-coding
128989,TANGO2,protein-coding
51006,SLC35C2,protein-coding
7850,IL1R2,protein-coding
55343,SLC35C1,protein-coding
102723167,MIR133A1HG,ncRNA
107986119,GSK3B-DT,ncRNA
-788,MIR-598/3P,miRNA
107985092,ARHGAP29-AS1,ncRNA
51561,IL23A,protein-coding
100996944,NDUFS5P1,pseudogene
100286918,NDUFS5P2,pseudogene
392561,OR3B1P,pseudogene
100288149,NDUFS5P3,pseudogene
100287817,NDUFS5P4,pseudogene
100189061,TRD-GTC5-1,tRNA
100128177,NDUFS5P5,pseudogene
106480785,NDUFS5P6,pseudogene
106660613,LINC00680-GUSBP4,other
23169,SLC35D1,protein-coding
340146,SLC35D3,protein-coding
9047,SH2D2A,protein-coding
11046,SLC35D2,protein-coding
-4,MIR-6070/6070,miRNA
-822,MIR-574/5P,miRNA
134082,OR2AI1P,pseudogene
-1582,MIR-4524A/4524,miRNA
360227,OTUD4P1,pseudogene
4498,MT1JP,pseudogene
-1950,MIR-34A/3P,miRNA
106632260,RNA5-8SN1,rRNA
402249,OR7E59P,pseudogene
109910381,RNA5-8SN3,rRNA
727961,LOC727961,protein-coding
109864281,RNA5-8SN2,rRNA
109864274,RNA5-8SN4,rRNA
2829,XCR1,protein-coding
79939,SLC35E1,protein-coding
339665,SLC35E4,protein-coding
55508,SLC35E3,protein-coding
4068,SH2D1A,protein-coding
117157,SH2D1B,protein-coding
100422286,PSMA1P1,pseudogene
100288336,LOC100288336,protein-coding
105376331,CACNA1B-AS1,ncRNA
644314,MT1IP,pseudogene
79297,OR5H5P,pseudogene
389199,LOC389199,protein-coding
541472,IL6-AS1,ncRNA
351449,MRPS31P1,pseudogene
54978,SLC35F6,protein-coding
148641,SLC35F3,protein-coding
81617,CAB39L,protein-coding
54733,SLC35F2,protein-coding
80255,SLC35F5,protein-coding
341880,SLC35F4,protein-coding
340074,SLC25A48-AS1,ncRNA
55013,MCUB,protein-coding
222553,SLC35F1,protein-coding
100885866,MRPS31P4,pseudogene
57568,SIPA1L2,protein-coding
100887750,MRPS31P5,pseudogene
23094,SIPA1L3,protein-coding
341757,MRPS31P2,pseudogene
106481007,RN7SL309P,pseudogene
102724246,TTC39C-AS1,ncRNA
-823,MIR-574/3P,miRNA
101928471,SOX5-AS1,ncRNA
337873,H2BC20P,pseudogene
26037,SIPA1L1,protein-coding
-1949,MIR-34A/5P,miRNA
28502,IGHD2-21,other
100873334,RNA5-8SP3,pseudogene
-3631,MIR-106B/106B*,miRNA
100873571,RNA5-8SP2,pseudogene
100873335,RNA5-8SP5,pseudogene
100873572,RNA5-8SP4,pseudogene
100873573,RNA5-8SP7,pseudogene
100873336,RNA5-8SP6,pseudogene
-2998,MIR-4276/4276,miRNA
109864276,RNA5-8SP9,pseudogene
106481684,COX6CP18,pseudogene
109864278,RNA5-8SP8,pseudogene
106481965,COX6CP16,pseudogene
106480269,COX6CP17,pseudogene
106481683,COX6CP14,pseudogene
646000,SLC35G4,protein-coding
106480268,COX6CP15,pseudogene
146861,SLC35G3,protein-coding
106481682,COX6CP12,pseudogene
643664,SLC35G6,protein-coding
106480267,COX6CP13,pseudogene
100421296,SRSF11P1,pseudogene
83650,SLC35G5,protein-coding
109136579,TALAM1,ncRNA
106481681,COX6CP10,pseudogene
-182,MIR-7154/5P,miRNA
106480266,COX6CP11,pseudogene
140851,MT1P3,pseudogene
80723,SLC35G2,protein-coding
159371,SLC35G1,protein-coding
106479335,RN7SL308P,pseudogene
-1821,MIR-371/3P,miRNA
105377690,FABP6-AS1,ncRNA
493987,MT1P1,pseudogene
388581,C1QTNF12,protein-coding
100421374,MPRIPP1,pseudogene
137805489,PTPN11BP,pseudogene
100271129,RPS3AP9,pseudogene
139285,AMER1,protein-coding
219287,AMER2,protein-coding
-3389,MIR-1295A/1295,miRNA
205147,AMER3,protein-coding
439992,RPS3AP5,pseudogene
100874308,RSF1-IT1,ncRNA
145767,RPS3AP6,pseudogene
100874307,RSF1-IT2,ncRNA
391168,RPS3AP7,pseudogene
100271127,RPS3AP8,pseudogene
101241875,RPS3AP1,pseudogene
729540,RGPD6,protein-coding
84220,RGPD5,protein-coding
64725,RPS3AP2,pseudogene
727851,RGPD8,protein-coding
140713,RPS3AP3,pseudogene
100132142,RPS3AP4,pseudogene
729857,RGPD2,protein-coding
106480500,RN7SL307P,pseudogene
100130776,AGAP2-AS1,ncRNA
400966,RGPD1,protein-coding
285190,RGPD4,protein-coding
653489,RGPD3,protein-coding
57596,BEGAIN,protein-coding
90843,TCEAL8,protein-coding
56849,TCEAL7,protein-coding
158931,TCEAL6,protein-coding
100874354,ST6GAL2-IT1,ncRNA
340543,TCEAL5,protein-coding
79921,TCEAL4,protein-coding
85012,TCEAL3,protein-coding
140597,TCEAL2,protein-coding
9338,TCEAL1,protein-coding
51186,TCEAL9,protein-coding
6840,SVIL,protein-coding
106481006,RN7SL306P,pseudogene
-941,MIR-548AJ-2/5P,miRNA
107987333,S100A11P10,pseudogene
258010,SVIP,protein-coding
101929897,IKBKB-DT,ncRNA
-183,MIR-7154/3P,miRNA
-2898,MIR-181A-2/2*,miRNA
60559,SPCS3,protein-coding
9789,SPCS2,protein-coding
107105282,SCTR-AS1,ncRNA
28972,SPCS1,protein-coding
4550,MT-RNR2,rRNA
25797,QPCT,protein-coding
4549,MT-RNR1,rRNA
23781,AP1B1P2,pseudogene
28503,IGHD2-15,other
23782,AP1B1P1,pseudogene
6494,SIPA1,protein-coding
-1164,MIR-505/505*,miRNA
266701,SOCS2P2,pseudogene
644649,APOOP5,pseudogene
100128725,APOOP4,pseudogene
100131528,APOOP3,pseudogene
100129005,APOOP2,pseudogene
105378756,FGGY-DT,ncRNA
100286948,APOOP1,pseudogene
283971,CLEC18C,protein-coding
497190,CLEC18B,protein-coding
106479334,RN7SL305P,pseudogene
276719,SOCS2P1,pseudogene
348174,CLEC18A,protein-coding
403274,OR5H15,protein-coding
-2270,MIR-1302-8/1302,miRNA
403273,OR5H14,protein-coding
-991,MIR-525/5P,miRNA
-1745,MIR-383/5P,miRNA
115482687,H2AL1MP,pseudogene
751071,CSKMT,protein-coding
100505795,PBX1-AS1,ncRNA
8790,FPGT,protein-coding
2356,FPGS,protein-coding
28369,IGHVII-33-1,pseudogene
106479333,RN7SL304P,pseudogene
-942,MIR-548AJ-2/3P,miRNA
728276,CLEC19A,protein-coding
-891,MIR-549/3P,miRNA
23384,SPECC1L,protein-coding
-3088,MIR-4439/4439,miRNA
28318,IGHV3OR15-7,pseudogene
8914,TIMELESS,protein-coding
389493,NUPR2,protein-coding
26471,NUPR1,protein-coding
109616969,SNORA48B,snoRNA
-2227,MIR-1273E/1273E,miRNA
106481077,RN7SL569P,pseudogene
101928707,CD2BP2-DT,ncRNA
23274,CLEC16A,protein-coding
106481005,RN7SL303P,pseudogene
100507388,PARM1-AS1,ncRNA
157922,CAMSAP1,protein-coding
23271,CAMSAP2,protein-coding
-1746,MIR-383/3P,miRNA
29881,NPC1L1,protein-coding
-993,MIR-525/3P,miRNA
122525,C14ORF28,protein-coding
100132197,LOC100132197,protein-coding
105376486,LOC105376486,protein-coding
100507589,NAGPA-AS1,ncRNA
-3957,MYH9_PS1943,phosphoprotein
265,AMELX,protein-coding
266,AMELY,protein-coding
100419903,RWDD4P1,pseudogene
647009,RWDD4P2,pseudogene
441461,STX17-DT,ncRNA
87178,PNPT1,protein-coding
106479429,RN7SL568P,pseudogene
106479332,RN7SL302P,pseudogene
388512,CLEC17A,protein-coding
100288122,LDLRAD4-AS1,ncRNA
-1820,MIR-371/5P,miRNA
-3100,MIR-4449/4449,miRNA
137233469,LDLRAD4-AS2,ncRNA
-449,MIR-548BA/548BA,miRNA
57662,CAMSAP3,protein-coding
1611,DAP,protein-coding
1610,DAO,protein-coding
100131832,ZFP91P1,pseudogene
-890,MIR-549/5P,miRNA
106481976,RN7SL567P,pseudogene
105369388,TPBGL-AS1,ncRNA
161198,CLEC14A,protein-coding
1622,DBI,protein-coding
100169890,PEG3-AS1,ncRNA
1621,DBH,protein-coding
1628,DBP,protein-coding
106479858,RNU6-658P,pseudogene
106480499,RN7SL301P,pseudogene
1629,DBT,protein-coding
79299,OR5H4P,pseudogene
109617005,SNORA41B,snoRNA
101927987,CTNNA2-AS1,ncRNA
90529,STPG1,protein-coding
441476,STPG3,protein-coding
285555,STPG2,protein-coding
55530,SVOP,protein-coding
-2228,MIR-1273F/1273F,miRNA
117159,DCD,protein-coding
285051,STPG4,protein-coding
1630,DCC,protein-coding
-1243,MIR-9898/9898,miRNA
106481850,RN7SL566P,pseudogene
246135,TAF9BP1,pseudogene
100422232,PARK7P2,pseudogene
100422296,PARK7P1,pseudogene
1633,DCK,protein-coding
387911,C1QTNF9B,protein-coding
1634,DCN,protein-coding
100130319,TAF9BP2,pseudogene
7535,ZAP70,protein-coding
1637,DCR,other
1638,DCT,protein-coding
106481004,RN7SL300P,pseudogene
317761,C14ORF39,protein-coding
79309,OR5H3P,pseudogene
1641,DCX,protein-coding
106481389,RNU6-657P,pseudogene
1777,DNASE2,protein-coding
1773,DNASE1,protein-coding
101928963,HNRNPD-DT,ncRNA
100861555,SWINGN,ncRNA
1644,DDC,protein-coding
160364,CLEC12A,protein-coding
387837,CLEC12B,protein-coding
109617001,SNORA1B,snoRNA
8528,DDO,protein-coding
23109,DDN,protein-coding
100132520,MTRF1LP1,pseudogene
677805,SNORA18,snoRNA
641451,SNORA19,snoRNA
1652,DDT,protein-coding
101927472,ITPRIP-AS1,ncRNA
106481076,RN7SL565P,pseudogene
677803,SNORA15,snoRNA
677800,SNORA12,snoRNA
654322,SNORA13,snoRNA
-2903,MIR-181A-1/181A,miRNA
574042,SNORA10,snoRNA
100130376,MTRF1LP2,pseudogene
677799,SNORA11,snoRNA
100750245,SNAPC5P1,pseudogene
7913,DEK,protein-coding
1674,DES,protein-coding
106481390,RNU6-659P,pseudogene
106479428,RN7SL564P,pseudogene
647275,PNPP1,pseudogene
110806283,LIF-AS1,ncRNA
100129882,RPL31P49,pseudogene
26134,RALGAPA1P1,pseudogene
4541,MT-ND6,protein-coding
677822,SNORA40,snoRNA
645654,RPL31P48,pseudogene
9656,MDC1,protein-coding
4538,MT-ND4,protein-coding
4540,MT-ND5,protein-coding
-650,MIR-664A/3P,miRNA
340533,NEXMIF,protein-coding
91370,LIF-AS2,ncRNA
100271201,RPL31P41,pseudogene
100271196,RPL31P40,pseudogene
100874272,KLF7-IT1,ncRNA
392382,RPL31P43,pseudogene
100271197,RPL31P42,pseudogene
729308,RPL31P45,pseudogene
677826,SNORA3B,snoRNA
4536,MT-ND2,protein-coding
109616997,SNORA3C,snoRNA
644522,RPL31P44,pseudogene
4537,MT-ND3,protein-coding
100271481,RPL31P47,pseudogene
100271479,RPL31P46,pseudogene
619562,SNORA3A,snoRNA
4535,MT-ND1,protein-coding
85345,KRTAP3-4P,pseudogene
259307,IL4I1,protein-coding
106480501,RN7SL321P,pseudogene
677820,SNORA38,snoRNA
341356,RPL31P50,pseudogene
106479437,RN7SL587P,pseudogene
677819,SNORA37,snoRNA
106481308,RNU6-412P,pseudogene
106479865,RNU6-678P,pseudogene
677816,SNORA35,snoRNA
126826,TGIF2P1,pseudogene
692063,SNORA32,snoRNA
594839,SNORA33,snoRNA
677813,SNORA30,snoRNA
677814,SNORA31,snoRNA
442326,RPL31P38,pseudogene
646787,RPL31P37,pseudogene
641790,RPL31P39,pseudogene
389405,LOC389405,protein-coding
-3110,MIR-4459/4459,miRNA
120766139,VASH1-DT,ncRNA
729203,RPL31P30,pseudogene
677815,SNORA2C,snoRNA
643851,RPL31P32,pseudogene
727792,RPL31P31,pseudogene
100271193,RPL31P34,pseudogene
677793,SNORA2A,snoRNA
677794,SNORA2B,snoRNA
442218,RPL31P33,pseudogene
100271200,RPL31P36,pseudogene
100271199,RPL31P35,pseudogene
367,AR,protein-coding
106481010,RN7SL320P,pseudogene
677812,SNORA29,snoRNA
619499,SNORA27,snoRNA
677811,SNORA28,snoRNA
-2493,MIR-219-1/5P,miRNA
106481395,RNU6-677P,pseudogene
684959,SNORA25,snoRNA
106481083,RN7SL586P,pseudogene
677810,SNORA26,snoRNA
-1419,MIR-4740/5P,miRNA
677808,SNORA23,snoRNA
677809,SNORA24,snoRNA
619505,SNORA21,snoRNA
106479747,RNU6-411P,pseudogene
727789,RWDD1P3,pseudogene
677807,SNORA22,snoRNA
653441,PHC1P1,pseudogene
8545,CGGBP1,protein-coding
677806,SNORA20,snoRNA
404551,RWDD1P1,pseudogene
392862,GRID2IP,protein-coding
-1433,MIR-4727/5P,miRNA
677838,SNORA61,snoRNA
6044,SNORA62,snoRNA
677837,SNORA60,snoRNA
50846,DHH,protein-coding
10881,ACTL7A,protein-coding
10880,ACTL7B,protein-coding
100271392,RPL31P63,pseudogene
2357,FPR1,protein-coding
100271482,RPL31P62,pseudogene
2359,FPR3,protein-coding
127566430,RPL31P64,pseudogene
2358,FPR2,protein-coding
100420551,SSX18P,pseudogene
100132111,C2CD4D-AS1,ncRNA
677795,SNORA5B,snoRNA
677796,SNORA5C,snoRNA
717,C2,protein-coding
51626,DYNC2LI1,protein-coding
718,C3,protein-coding
654319,SNORA5A,snoRNA
727,C5,protein-coding
729,C6,protein-coding
730,C7,protein-coding
735,C9,protein-coding
106479749,RNU6-414P,pseudogene
677836,SNORA58,snoRNA
106479436,RN7SL585P,pseudogene
677835,SNORA56,snoRNA
692158,SNORA57,snoRNA
677833,SNORA54,snoRNA
677834,SNORA55,snoRNA
284577,LEMD1-DT,ncRNA
619565,SNORA52,snoRNA
677832,SNORA53,snoRNA
100131159,PERPP3,pseudogene
100271480,RPL31P59,pseudogene
677831,SNORA51,snoRNA
127566428,PERPP1,pseudogene
345016,PES1P1,pseudogene
124903553,PERPP2,pseudogene
101927233,SEMA6A-AS1,ncRNA
347193,PES1P2,pseudogene
105379132,SEMA6A-AS2,ncRNA
100271476,RPL31P52,pseudogene
100271475,RPL31P51,pseudogene
100271483,RPL31P54,pseudogene
100271477,RPL31P53,pseudogene
100271478,RPL31P56,pseudogene
326586,SSX19P,pseudogene
100128250,RPL31P55,pseudogene
1356,CP,protein-coding
100271485,RPL31P58,pseudogene
645993,RPL31P57,pseudogene
1431,CS,protein-coding
100271487,RPL31P61,pseudogene
677829,SNORA49,snoRNA
100271486,RPL31P60,pseudogene
677828,SNORA47,snoRNA
652965,SNORA48,snoRNA
106479866,RNU6-679P,pseudogene
106480519,RN7SL584P,pseudogene
106479748,RNU6-413P,pseudogene
677827,SNORA46,snoRNA
-1420,MIR-4740/3P,miRNA
677825,SNORA44,snoRNA
728656,DMRTC1B,protein-coding
619569,SNORA41,snoRNA
283587,HISLA,ncRNA
100124534,SNORA84,snoRNA
677847,SNORA81,snoRNA
90678,LRSAM1,protein-coding
100132724,DCAF13P3,pseudogene
100852405,RNF185-AS1,ncRNA
100288979,DCAF13P2,pseudogene
6176,RPLP1,protein-coding
23475,QPRT,protein-coding
6175,RPLP0,protein-coding
100129009,DCAF13P1,pseudogene
51295,ECSIT,protein-coding
677797,SNORA7B,snoRNA
28811,IGLV2-33,other
619563,SNORA7A,snoRNA
28810,IGLV2-34,pseudogene
6181,RPLP2,protein-coding
677844,SNORA78,snoRNA
677845,SNORA79,snoRNA
-1470,MIR-4703/5P,miRNA
106481082,RN7SL583P,pseudogene
677843,SNORA77,snoRNA
106481773,RNU6-674P,pseudogene
654321,SNORA75,snoRNA
26775,SNORA72,snoRNA
26778,SNORA70,snoRNA
51412,ACTL6B,protein-coding
86,ACTL6A,protein-coding
23409,SIRT4,protein-coding
23408,SIRT5,protein-coding
51548,SIRT6,protein-coding
51547,SIRT7,protein-coding
-1453,MIR-4715/3P,miRNA
2147,F2,protein-coding
100533467,BIVM-ERCC5,other
23411,SIRT1,protein-coding
2152,F3,protein-coding
222223,ELAPOR2,protein-coding
22933,SIRT2,protein-coding
57535,ELAPOR1,protein-coding
23410,SIRT3,protein-coding
2153,F5,protein-coding
2155,F7,protein-coding
2157,F8,protein-coding
56898,BDH2,protein-coding
2158,F9,protein-coding
622,BDH1,protein-coding
-88,MIR-92A-1/92A,miRNA
148170,CDC42EP5,protein-coding
90316,TGIF2LX,protein-coding
23580,CDC42EP4,protein-coding
403224,OR10AK1P,pseudogene
90655,TGIF2LY,protein-coding
10602,CDC42EP3,protein-coding
26779,SNORA69,snoRNA
10435,CDC42EP2,protein-coding
11135,CDC42EP1,protein-coding
26781,SNORA67,snoRNA
26780,SNORA68,snoRNA
106481394,RNU6-673P,pseudogene
26783,SNORA65,snoRNA
106479435,RN7SL582P,pseudogene
26782,SNORA66,snoRNA
1738,DLD,protein-coding
6043,SNORA63,snoRNA
4188,MDFI,protein-coding
26784,SNORA64,snoRNA
100271198,RPL31P27,pseudogene
100130537,RPL31P26,pseudogene
100270990,RPL31P29,pseudogene
2271,FH,protein-coding
442217,RPL31P28,pseudogene
644100,ARL14EPL,protein-coding
100270988,RPL31P21,pseudogene
100270986,RPL31P20,pseudogene
391581,RPL31P23,pseudogene
23582,CCNDBP1,protein-coding
100270989,RPL31P22,pseudogene
100270987,RPL31P25,pseudogene
100271194,RPL31P24,pseudogene
109616977,SNORA9B,snoRNA
3108,HLA-DMA,protein-coding
3109,HLA-DMB,protein-coding
390324,OR6C71P,pseudogene
728441,GGT2P,pseudogene
1756,DMD,protein-coding
114788,CSMD3,protein-coding
106635530,SNORA98,snoRNA
106481893,RNU6-410P,pseudogene
114784,CSMD2,protein-coding
2638,GC,protein-coding
106635531,SNORA99,snoRNA
64478,CSMD1,protein-coding
106479434,RN7SL581P,pseudogene
-3717,MIR-566/566,miRNA
106635528,SNORA94,snoRNA
100129418,RPL31P16,pseudogene
106635529,SNORA95,snoRNA
100270984,RPL31P15,pseudogene
106635525,SNORA92,snoRNA
285260,RPL31P18,pseudogene
106635526,SNORA93,snoRNA
653773,RPL31P17,pseudogene
106635523,SNORA90,snoRNA
4190,MDH1,protein-coding
2710,GK,protein-coding
106635524,SNORA91,snoRNA
100270985,RPL31P19,pseudogene
4191,MDH2,protein-coding
-1452,MIR-4715/5P,miRNA
100534595,HNRNPUL2-BSCL2,other
390283,RPL31P10,pseudogene
100270887,RPL31P12,pseudogene
641311,RPL31P11,pseudogene
100129310,RPL31P14,pseudogene
100270983,RPL31P13,pseudogene
79739,TTLL7,protein-coding
284076,TTLL6,protein-coding
100129398,LPGAT1P1,pseudogene
23093,TTLL5,protein-coding
9654,TTLL4,protein-coding
403288,OR6C72P,pseudogene
26140,TTLL3,protein-coding
83887,TTLL2,protein-coding
81140,OR9R1P,pseudogene
25809,TTLL1,protein-coding
-1434,MIR-4727/3P,miRNA
106635522,SNORA89,snoRNA
2679,GGT3P,pseudogene
106635520,SNORA87,snoRNA
106635521,SNORA88,snoRNA
106479864,RNU6-675P,pseudogene
164395,TTLL9,protein-coding
106633814,SNORA86,snoRNA
106481081,RN7SL580P,pseudogene
164714,TTLL8,protein-coding
110599583,EEF1AKMT4-ECE2,other
106479863,RNU6-670P,pseudogene
3453,IFNA22P,pseudogene
3240,HP,protein-coding
55806,HR,protein-coding
102724770,LOC102724770,protein-coding
102723885,SRI-AS1,ncRNA
27306,HPGDS,protein-coding
403289,OR6C73P,pseudogene
56476,ABCB10P1,pseudogene
-3041,MIR-4315-1/4315,miRNA
100132289,ABCB10P4,pseudogene
728248,ABCB10P3,pseudogene
132430,PABPC4L,protein-coding
643171,GGT4P,pseudogene
3111,HLA-DOA,protein-coding
3112,HLA-DOB,protein-coding
3550,IK,protein-coding
102723989,FRMD3-AS1,ncRNA
65082,VPS33A,protein-coding
26276,VPS33B,protein-coding
102724788,LOC102724788,protein-coding
100421810,LONRF2P4,pseudogene
101928527,PIGBOS1,protein-coding
100421809,LONRF2P3,pseudogene
100421799,LONRF2P2,pseudogene
100421827,LONRF2P1,pseudogene
115830330,LONRF2P5,pseudogene
8439,NSMAF,protein-coding
105376736,EXOSC10-AS1,ncRNA
106481723,ART2BP,pseudogene
641700,ECSCR,protein-coding
1805,DPT,protein-coding
28816,IGLV2-11,other
28815,IGLV2-14,other
-441,MIR-7849/3P,miRNA
28814,IGLV2-18,other
-1471,MIR-4703/3P,miRNA
106481910,RNU6-672P,pseudogene
23195,MDN1,protein-coding
-2654,MIR-3165/3165,miRNA
106144593,NOP53-AS1,ncRNA
9365,KL,protein-coding
1810,DR1,protein-coding
-1569,MIR-454/454,miRNA
627,BDNF,protein-coding
100418712,KIAA1328P1,pseudogene
-29,MIR-6165/6165,miRNA
339855,KY,protein-coding
109616959,SNORA80C,snoRNA
51530,ZC3HC1,protein-coding
109616999,SNORA80D,snoRNA
677823,SNORA80E,snoRNA
284578,MFSD4A-AS1,ncRNA
28813,IGLV2-23,other
4193,MDM2,protein-coding
3122,HLA-DRA,protein-coding
28812,IGLV2-28,pseudogene
